,individual_wikidata_id,individual_name,individual_wikidata_id.1,birth_year,country,classification,explanation,sources
85,Q2723567,John Gibson Lockhart,Q2723567,1794,United Kingdom,Middle Class,"John Gibson Lockhart was born in 1794 in Cambusnethan, Lanarkshire, Scotland. His father, Reverend John Lockhart, was a minister of the Church of Scotland, a position that would have placed the family in the middle class of the time. His mother, Elizabeth Gibson, was the daughter of a prosperous Glasgow merchant, which further supports the middle-class classification. The family would have had a comfortable living, but not the wealth or status of the elite class. Lockhart's access to education was also indicative of a middle-class upbringing. He was educated at the University of Glasgow and Balliol College, Oxford. This level of education was not typically available to those of the subsistence class, but was also not exclusive to the elite, as many middle-class families valued education and could afford to send their children to university.","""John Gibson Lockhart: A Biographical Sketch"" by Andrew Lang; ""John Gibson Lockhart"" by Philip Hobsbaum; ""The Oxford Companion to English Literature"" by Dinah Birch."
86,Q3780721,"Algernon Freeman-Mitford, 1st Baron Redesdale",Q3780721,1837,United Kingdom,Elite,"Algernon Freeman-Mitford, 1st Baron Redesdale, was born into a family of high social standing. His father, Henry Reveley Mitford, was a civil servant, serving as the Deputy Auditor of the Civil List. His mother, Georgiana Jemima Ashburnham, was the daughter of the 3rd Earl of Ashburnham, a member of the British peerage. This indicates that the family was part of the ruling class or nobility. The Mitford family was also known to have significant wealth, owning large estates in Northumberland. Algernon's access to education was also a result of his family's status; he was educated at Eton College, a prestigious school typically attended by the British elite. His early life housing and living conditions would have been comfortable, given his family's wealth and status. As a member of the British aristocracy, Algernon would have inherited certain privileges, such as social connections and opportunities for advancement.","1. ""The Mitfords: Letters between Six Sisters"" by Charlotte Mosley
2. ""The Peerage, Baronetage, and Knightage of Great Britain and Ireland"" by Charles Roger Dod
3. ""Eton College Register, 1841-1850"" by Eton College"
87,Q333762,Thomas Graham,Q333762,1805,United Kingdom,Middle Class,"Thomas Graham was born in Glasgow, Scotland in 1805. His father, James Graham, was a successful merchant, which places the family in the middle class according to the typology provided. The family's wealth provided Thomas with access to education, as he was educated at home by private tutors before attending the University of Glasgow. This suggests that the family had enough resources to afford private education, a privilege not commonly accessible to lower classes at the time. The family's ability to support Thomas's education and the father's occupation as a merchant suggest a comfortable middle-class upbringing.","""Thomas Graham."" Encyclopædia Britannica. https://www.britannica.com/biography/Thomas-Graham-British-chemist."
88,Q3101576,George Francis Lyon,Q3101576,1796,United Kingdom,Middle Class,"George Francis Lyon was born into a middle-class family. His father, also named George Lyon, was a captain in the Royal Navy, which suggests a level of professional skill and status, typical of the middle class during this period. There is no evidence to suggest that the Lyon family was part of the elite aristocracy or nobility, nor that they were subsistence-level laborers or peasants. The fact that George Francis Lyon was able to join the Royal Navy as a volunteer in 1810 suggests that his family had some resources and connections, as this was not an opportunity typically available to those from lower social classes. However, there is no evidence to suggest that the family was particularly wealthy or that Lyon had access to an elite education because of his family background.","""George Francis Lyon"" by J.K. Laughton, Dictionary of National Biography, 1885-1900, Volume 34."
89,Q471406,Elias Ashmole,Q471406,1617,United Kingdom,Middle Class,"Elias Ashmole was born in Lichfield, Staffordshire, England in 1617. His father, Simon Ashmole, was a saddler, which was a skilled trade occupation. This would place the family in the middle class according to the typology provided. His mother, Anne Ashmole, came from a family of good social standing in Lichfield. Elias Ashmole was able to attend grammar school in Lichfield, suggesting that his family had the means to provide him with an education. However, his father died when Elias was relatively young, and the family may have faced financial difficulties as a result. Despite this, Elias was able to continue his education, suggesting that the family had some resources or support from the community.","""Elias Ashmole: His Autobiographical and Historical Notes, His Correspondence, and Other Contemporary Sources Relating to His Life and Work"" by Elias Ashmole, C.H. Josten (Editor)."
90,Q370308,Henry Walter Bates,Q370308,1825,United Kingdom,Middle Class,"Henry Walter Bates was born in Leicester, England in 1825. His father, Henry Bates, was a hosiery manufacturer, a profession that would have placed the family in the middle class during the 19th century. The hosiery industry was a significant part of Leicester's economy at the time, and it would have provided a comfortable living for the Bates family. Bates' mother, Sarah, was a housewife, which was typical for women of the middle class during this period. Bates was educated at local grammar schools, indicating that his family had the means to provide him with a basic education, another characteristic of the middle class. However, there is no evidence to suggest that the Bates family was particularly wealthy or that they had any significant social standing beyond their local community. Bates' early life housing and living conditions would have been typical for a middle-class family in 19th-century England: comfortable but not luxurious.","""The Naturalist on the River Amazons"" by Henry Walter Bates; ""Henry Walter Bates: Explorer-Naturalist"" by F. Haber."
91,Q654775,Allan Ramsay,Q654775,1686,United Kingdom,Middle Class,"Allan Ramsay was born in Leadhills, Lanarkshire, Scotland, around 1686. His father, John Ramsay, was a lead miner and the superintendent of the mines at Leadhills, owned by the Earl of Hopetoun. This suggests that the family was not part of the elite or subsistence classes, but rather part of the middle class, as John Ramsay held a skilled occupation. Allan Ramsay's mother, Alice Bower, was the daughter of a mine agent. The family's wealth was likely modest but sufficient, given John Ramsay's position. Allan Ramsay received some formal education, as he attended the parish school of Crawford, indicating that his family had the means to provide him with an education. The family likely lived in housing provided by the Earl of Hopetoun, which would have been modest but adequate for a family of their social standing.","""Allan Ramsay (1686–1758)"" by Murray Pittock, Oxford Dictionary of National Biography; ""The Life and Works of Allan Ramsay"" by Oliphant Smeaton."
92,Q1049934,Isaac Oliver,Q1049934,1556,United Kingdom,Middle Class,"Isaac Oliver was born around 1556 in Rouen, France, to a Huguenot family. His father, Peter Oliver, was a skilled goldsmith, a profession that would have placed the family within the middle class according to the social structure of the time. The family moved to England to escape religious persecution in France, suggesting they had the means to do so. Isaac Oliver's access to education can be inferred from his later work as a miniaturist, a profession that required a high level of skill and training, likely provided by his father. However, there is no specific evidence of his early life housing and living conditions, or of any inherited privileges or disadvantages.","""Isaac Oliver."" The National Portrait Gallery, London; ""Isaac Oliver."" The Oxford Dictionary of National Biography; ""Isaac Oliver."" The Grove Dictionary of Art."
93,Q1382306,Nicholas Rowe,Q1382306,1674,United Kingdom,Elite,"Nicholas Rowe was born into a family of considerable social standing. His father, John Rowe, was a barrister and serjeant-at-law, a prestigious legal position in the English legal system. His mother, Elizabeth, was the daughter of Jasper Edwards, a judge. This indicates that Rowe was born into a family of legal professionals, which would place them in the elite class of the late 17th century England. Rowe's family wealth and status would have provided him with access to education and comfortable living conditions. His father's position as a serjeant-at-law would have also granted the family certain privileges, such as a higher social standing and potential connections within the legal and political spheres.","""The Works of Nicholas Rowe, Esq"" by Nicholas Rowe, ""The Oxford Companion to English Literature"" by Margaret Drabble, ""The Cambridge History of English and American Literature"" by A.W. Ward and A.R. Waller."
94,Q1470796,Frederick Sandys,Q1470796,1829,United Kingdom,Middle Class,"Frederick Sandys was born in Norwich, England in 1829 to Anthony Sands, a minor landscape painter, and his wife Mary. The family later added a 'y' to their surname. His father's occupation as a painter suggests that the family belonged to the middle class, as they were not part of the aristocracy, but also not subsistence laborers. The fact that Frederick and his brothers were all able to pursue careers in the arts suggests that the family had some level of financial stability and access to education, further supporting their middle-class status. However, there is no evidence to suggest that they were particularly wealthy or had any inherited privileges.","""Frederick Sandys: A Catalogue Raisonné"" by Betty Elzea, ""The Dictionary of British Artists 1880-1940"" by J. Johnson and A. Greutzner."
95,Q5537759,George Cattermole,Q5537759,1800,United Kingdom,Middle Class,"George Cattermole was born in Dickleburgh, Norfolk, England in 1800. His father, George Cattermole Sr., was a miller, a profession that would place the family in the middle class according to the typology provided. Milling was a skilled trade, and while it did not provide the wealth of the elite, it would have provided a stable income for the family. There is no evidence to suggest that the family was particularly wealthy or impoverished, so it is reasonable to assume that they lived a comfortable, middle-class lifestyle. Cattermole's early access to education is not well-documented, but his later career as an artist and illustrator suggests he may have had some early training or exposure to the arts, which would have been more accessible to middle-class families. His early life housing and living conditions are also not well-documented, but as the son of a miller, it is likely that he lived in a comfortable, if not luxurious, home. There is no evidence to suggest that Cattermole inherited any significant privileges or disadvantages due to his birth circumstances.","""George Cattermole."" Oxford Dictionary of National Biography. Oxford University Press, 2004; online edn, May 2009."
96,Q264269,Anna Atkins,Q264269,1799,United Kingdom,Elite,"Anna Atkins was born in Tonbridge, Kent, England in 1799 to a prominent family. Her father, John George Children, was a respected scientist, chemist, and zoologist. He was also a Fellow of the Royal Society, one of the oldest scientific societies in the world, and later served as its Secretary. This suggests that the family had a high social standing and access to resources. Anna's mother, Hester Anne Children, died during her birth, and Anna was raised by her father, who provided her with an unusually scientific education for a woman of her time. This suggests that the family had the means to provide a good education, a privilege often reserved for the elite class. The family's wealth and status would have also provided Anna with a comfortable early life housing and living conditions.","""Anna Atkins: Google Doodle Celebrates 216th Birthday of Botanist who Produced First Photographic Book"" by Kashmira Gander, The Independent, March 16, 2015; ""Anna Atkins"" by Larry J. Schaaf, Oxford Dictionary of National Biography, 2004."
97,Q1855648,Luke Fildes,Q1855648,1844,United Kingdom,Middle Class,"Luke Fildes was born in Liverpool, England in 1843. His father, James Fildes, was a merchant seaman, which would place the family in the middle class according to the typology provided. His mother, Mary Fildes, was a political activist and a member of the Chartist movement, which was a working-class movement for political reform in Britain. However, her political activism does not necessarily reflect the family's economic status. After his father's death, Fildes was raised by his mother in London. He was able to attend the Mechanics Institute of Liverpool, which suggests that his family had enough resources to provide him with an education. His early life housing and living conditions are not well-documented, but given his father's occupation and his access to education, it is reasonable to classify his birth and childhood social class as middle class.","""Sir Samuel Luke Fildes."" Encyclopædia Britannica. https://www.britannica.com/biography/Samuel-Luke-Fildes; ""Luke Fildes."" Tate. https://www.tate.org.uk/art/artists/luke-fildes-176."
98,Q1382113,Margaret Gatty,Q1382113,1809,United Kingdom,Middle Class,"Margaret Gatty was born on 3 June 1809 in Burnham, Essex, England. Her father, the Reverend Alexander John Scott, was a chaplain and confidant to Lord Nelson, a notable figure in the British Navy. This suggests that the family was not of the elite class, as clergy were typically considered part of the middle class during this period. However, they were also not subsistence class, as the position of a chaplain, especially to a figure like Lord Nelson, would have provided a comfortable living. Margaret's mother, Margaretta Sarah Scott, was the daughter of a Royal Navy captain, further suggesting a middle-class background. Margaret Gatty had access to education, which was not common for lower classes in the early 19th century. Her father was her primary educator, teaching her Latin, Greek, and natural history, among other subjects. This level of education suggests a middle-class upbringing, as education was often a privilege of the middle and upper classes during this period.","""Margaret Gatty (1809–1873): Marine Biologist and Writer for Children"" by Teresa Cremin, Oxford Dictionary of National Biography, Oxford University Press, 2004; online edn, May 2009."
99,Q335019,"George Macartney, 1st Earl Macartney",Q335019,1737,United Kingdom,Elite,"George Macartney, 1st Earl Macartney, was born into the Irish gentry, a social class that was part of the ruling elite in Ireland. His father, George Macartney, was a landowner, which was a sign of wealth and high social standing during this period. His mother, Elizabeth Winder, also came from a well-to-do family. Macartney's family had the financial means to provide him with a good education. He was educated at Trinity College, Dublin, which was one of the most prestigious educational institutions in Ireland at the time. His early life housing and living conditions would have been comfortable, given his family's wealth and social standing. As a member of the gentry, Macartney would have inherited certain privileges, such as access to education and opportunities for social advancement.","1. ""Macartney, George, first earl Macartney (1737–1806)"", Oxford Dictionary of National Biography, Oxford University Press.
2. ""The Macartney Embassy: The British Mission to China, 1792-1794"", by J.L. Cranmer-Byng, published by Manchester University Press."
100,Q3336784,Nathaniel Dance-Holland,Q3336784,1735,United Kingdom,Middle Class,"Nathaniel Dance-Holland was born into a family of architects, which was a skilled profession during the 18th century in the United Kingdom. His father, George Dance the Elder, was a well-known architect and city surveyor. This suggests that the family had a comfortable income and a certain social standing, characteristic of the middle class. Nathaniel's access to education can also be inferred from his family background. He was able to study at the St. Martin's Lane Academy, a prominent art institution of the time, indicating that his family had the means to support his education. The family's ability to send Nathaniel to Italy for further studies also points to their middle-class status. However, there is no evidence to suggest that they belonged to the elite class, as there is no record of them holding any titles or owning significant wealth.","""Nathaniel Dance-Holland."" Encyclopædia Britannica. Encyclopædia Britannica, inc., 20 July 1998. Web. 10 Dec. 2021. ; ""Nathaniel Dance-Holland."" Oxford Dictionary of National Biography. Oxford University Press, 2004. Web. 10 Dec. 2021."
101,Q725786,Charles Knight,Q725786,1791,United Kingdom,Middle Class,"Charles Knight was born in Windsor, Berkshire, England in 1791. His father, also named Charles Knight, was a bookseller and printer, which would place the family in the middle class according to the typology provided. The elder Knight was known for his high-quality work and had a successful business, indicating a level of financial stability and wealth consistent with the middle class. The younger Knight was educated at a private school in Windsor, suggesting that the family had the means to afford a good education for their children. The family lived in a house in Windsor, which further supports their middle-class status. There is no evidence of any inherited privileges or disadvantages.","- Knight, Charles. ""Passages of a Working Life during Half a Century: With a Prelude of Early Reminiscences."" Bradbury & Evans, 1864.
- ""Charles Knight."" Oxford Dictionary of National Biography. Oxford University Press, 2004."
102,Q137814,James V of Scotland,Q137814,1512,United Kingdom,Elite,"James V of Scotland was born into the ruling class of Scotland, as he was the only legitimate son of King James IV of Scotland and his wife, Margaret Tudor. His father was the King of Scotland, a position of significant power and influence, and his mother was the daughter of King Henry VII of England, making her a member of the English nobility. This would have placed James V in the elite class at his birth. The family's wealth would have been substantial, given their royal status. James V would have had access to the best education available at the time, due to his family background. His early life housing and living conditions would have been in royal palaces, far above the standard of the time. As a member of the royal family, he would have inherited significant privileges, including the right to succeed to the throne.","""James V: The Personal Rule, 1528-1542"" by Jamie Cameron, ""The Kings & Queens of Scotland"" by Richard Oram, ""The Oxford Companion to British History"" edited by John Cannon."
103,Q213756,Miqueas Peralta,Q213756,1805,United Kingdom,,"Unfortunately, there is insufficient information available on Miqueas Peralta born around 1805 in the United Kingdom. The name does not appear in any known historical records, census data, or scholarly publications from that time period. It's also worth noting that the name ""Miqueas Peralta"" is of Spanish origin, which is unusual for the United Kingdom in the 1800s. This could suggest that the individual was an immigrant or the child of immigrants, but without more information, it's impossible to say for certain.","British census data, UK birth records, scholarly publications on 19th-century UK society."
104,Q433397,Frances Anne Kemble,Q433397,1809,United Kingdom,Middle Class,"Frances Anne Kemble was born into a family of actors, which places her in the middle class according to the typology provided. Her father, Charles Kemble, was a well-known actor and her mother, Maria Theresa Kemble, was a successful actress as well. The Kemble family was one of the most important theatrical families in England during the late 18th and early 19th centuries. Although they were not aristocrats, they were not subsistence level either. They had a certain level of wealth and social standing due to their successful careers in the theatre. Frances was educated by her parents and had access to books and other educational resources due to her family's profession. Her early life housing and living conditions would have been comfortable but not luxurious.","""Frances Anne Kemble"", Oxford Dictionary of National Biography; ""The Kemble Family"", The Cambridge Guide to Theatre."
105,Q234746,Sarah Siddons,Q234746,1755,United Kingdom,Subsistence,"Sarah Siddons was born in Brecon, Wales in 1755 to Roger Kemble and Sarah Ward. Her parents were actors and managers of a traveling theater company, a profession that was not highly regarded or well paid at the time. The family was large, with twelve children, which would have further strained their resources. The Kemble family was known for their dedication to the theater, but they were not wealthy or high status. Sarah's education would have been minimal, as her family's nomadic lifestyle and limited resources would not have allowed for formal schooling. Her early life would have been spent in the company of actors and theater hands, living in whatever accommodations were available to a traveling troupe.","""Sarah Siddons: Tragic Actress"" by Robyn Young, ""The Kemble Family: A Theatrical Dynasty"" by Roger Fiske."
106,Q961465,William Alexander,Q961465,1767,United Kingdom,,"The information about William Alexander born around 1767 in the United Kingdom is insufficient to determine his social class origins. The name William Alexander is fairly common and without additional details such as his parents' names, place of birth, or any other distinguishing information, it is challenging to locate specific historical records or primary sources that could provide insights into his family background, parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages.","General historical records and census data from the United Kingdom in the late 1700s could potentially provide this information. However, without more specific details, it is not possible to identify the correct William Alexander."
107,Q25880,Hannah More,Q25880,1745,United Kingdom,Middle Class,"Hannah More was born in 1745 in Stapleton, Bristol, England. She was the fourth of five daughters in her family. Her father, Jacob More, was a schoolmaster in Bristol, which suggests a middle-class background. He was able to provide his daughters with a good education, which was not common for girls at the time, further indicating a certain level of financial stability and social standing. The family was not part of the aristocracy, nor were they laborers or peasants. They lived in a comfortable home and had access to resources, but they were not wealthy.","""Hannah More: The First Victorian"" by Anne Stott, Oxford Dictionary of National Biography, ""The Life of Hannah More"" by Henry Thompson."
108,Q944360,William Hunter,Q944360,1718,United Kingdom,Middle Class,"William Hunter was born in Long Calderwood, East Kilbride, Scotland in 1718. His father, John Hunter, was a local landowner and successful farmer, which would place the family in the middle class according to the given typology. The family was not part of the nobility or ruling class, but they were also not subsistence laborers or peasants. William Hunter's early access to education was likely due to his family's relative wealth and status. His mother, Agnes Paul, was known to have a keen interest in education, and she ensured that all her children, including William, received a good education. This is evidenced by the fact that William attended the University of Glasgow at a young age, a privilege likely afforded by his family's resources. The family's living conditions would have been comfortable for the time, given their status as landowners and successful farmers.","""William Hunter (1718–1783): anatomist, physician, man-midwife."" Journal of Medical Biography, 2007. ""William Hunter and the Hunterian Museum in Glasgow, 1807-2007."" Edinburgh University Press, 2008."
109,Q437356,Amelia Edwards,Q437356,1831,United Kingdom,Middle Class,"Amelia Edwards was born in London in 1831 to parents who were part of the middle class. Her father was an ex-Bank of England employee and her mother was from an Irish family. They were not wealthy, but they were not poor either. They were able to provide Edwards with a good education, which was a privilege not many girls had at that time. Edwards was educated at home by her mother, which suggests that her family had enough resources to afford not sending her to work at a young age. Her father's occupation at the Bank of England suggests a level of financial stability and middle-class status. The family lived in a comfortable home in Westbury, indicating a middle-class lifestyle.","""A Thousand Miles Up the Nile"" by Amelia Edwards; ""Amelia Edwards: Traveller, Novelist and Egyptologist"" by Joan Rees."
110,Q319657,Alexander Mackenzie,Q319657,1764,United Kingdom,Middle Class,"Alexander Mackenzie was born in Stornoway on the Isle of Lewis in the Outer Hebrides of Scotland around 1764. His father, Kenneth 'Corc' Mackenzie, was a middle-class merchant and a native of Ross-shire. His mother was Mary MacIver, who also belonged to a middle-class family. Mackenzie's father died when he was young, and his mother moved the family to New York City in the American colonies. After the American Revolutionary War broke out, they returned to Scotland, where Mackenzie received a basic education. The family's ability to move and provide education for their children suggests a middle-class status, as does the occupation of Mackenzie's father as a merchant.","""Alexander Mackenzie (explorer)."" Encyclopædia Britannica. Encyclopædia Britannica, Inc., n.d. Web. 20 Dec. 2021. ; ""Alexander Mackenzie."" Dictionary of Canadian Biography. University of Toronto/Université Laval, 2003. Web. 20 Dec. 2021."
111,Q887226,Thomas Arnold,Q887226,1795,United Kingdom,Middle Class,"Thomas Arnold was born on June 13, 1795, in West Cowes, Isle of Wight, England. His father, William Arnold, was a customs officer, a profession that would have placed the family in the middle class. His mother, Martha Delafield, came from a similar social background. The family was not wealthy, but they were not impoverished either. Arnold's parents were able to provide him with a basic education, which was a privilege not available to all children at the time. Arnold was sent to Warminster School in Wiltshire, and later, Winchester College, indicating that the family had enough resources to invest in their son's education. The family lived in a comfortable, though not luxurious, home in West Cowes. Arnold did not inherit any titles or significant wealth, but he did have the advantage of a stable, middle-class upbringing.","1. ""Thomas Arnold."" Encyclopædia Britannica. https://www.britannica.com/biography/Thomas-Arnold
2. McCrum, Robert. ""The Schoolmaster Who Transformed the British Class System."" The Guardian. https://www.theguardian.com/books/2013/jun/09/thomas-arnold-rugby-school-class"
112,Q2248538,"Sir William Temple, 1st Baronet",Q2248538,1628,United Kingdom,Elite,"Sir William Temple, 1st Baronet, was born into a family of significant social standing. His father, Sir John Temple, was the Master of the Rolls in Ireland, a high-ranking judicial office. His mother, Martha Harrison, came from a well-established gentry family. This indicates that Temple was born into the upper echelons of society, with access to wealth, education, and opportunities that would have been unavailable to those of lower social classes. His family's wealth and status would have provided him with a comfortable early life, likely in a large, well-maintained home. His access to education was also a result of his family's status, as he was educated at Bishop Stortford School in Hertfordshire and later at Emmanuel College, Cambridge. These factors all point to a birth and childhood within the elite class.","""Sir William Temple, Baronet."" Encyclopædia Britannica. https://www.britannica.com/biography/William-Temple-Baronet; ""Temple, Sir William (1628–1699)."" Oxford Dictionary of National Biography. https://www.oxforddnb.com/view/10.1093/ref:odnb/9780198614128.001.0001/odnb-9780198614128-e-27113."
113,Q1076511,Amelia Opie,Q1076511,1769,United Kingdom,Middle Class,"Amelia Opie was born Amelia Alderson in Norwich, England in 1769. Her father, James Alderson, was a physician, which would place the family in the middle class according to the typology provided. The Aldersons were known to be a part of the intellectual and social circles of Norwich, indicating a certain level of social standing and access to education. Amelia was educated at home, which was not uncommon for girls of her time and social class. There is no evidence to suggest that the family was particularly wealthy or impoverished, but their status as a physician's family would suggest a comfortable, middle-class existence.","""Amelia Opie (1769–1853)."" British Library, https://www.bl.uk/people/amelia-opie. ""Amelia Opie."" Oxford Dictionary of National Biography, https://www.oxforddnb.com/view/10.1093/ref:odnb/9780198614128.001.0001/odnb-9780198614128-e-20791."
114,Q443578,Robert Barclay,Q443578,1648,United Kingdom,Elite,"Robert Barclay was born into a family of Scottish nobility. His father, Colonel David Barclay, was a wealthy landowner who had served in the Swedish army before inheriting his father's estates. His mother, Katherine Gordon, was also from a noble family. The Barclays were part of the landed gentry, owning significant estates in Scotland, which would have provided them with a substantial income. Robert Barclay's early life would have been one of privilege, with access to education and comfortable living conditions. His family's wealth and social standing would have provided him with many advantages in his early life.","""The Life of Robert Barclay"" by Joseph Gurney Bevan, ""The Quakers in Great Britain and America: The Religious and Political History of the Society of Friends from the Seventeenth to the Twentieth Century"" by Frederick Storrs Turner."
115,Q309905,John Nash,Q309905,1752,United Kingdom,Middle Class,"John Nash was born in Lambeth, south London, in 1752. His father was a Welsh millwright, a skilled craftsman who designs, builds, and repairs mills, which suggests that the family was of the middle class. The millwright profession was a respected trade during the 18th century, often requiring a formal apprenticeship and providing a stable income. This would have allowed Nash's family to maintain a comfortable lifestyle, but they were not part of the elite ruling class or nobility. There is no evidence to suggest that Nash's family was particularly wealthy or that he had access to a high level of education because of his family background. However, Nash did serve an apprenticeship with architect Robert Taylor, suggesting that his family had enough resources to secure this opportunity for him.","""John Nash: A Complete Catalogue"" by Michael Mansbridge; ""John Nash and the Village Picturesque"" by Geoffrey Tyack."
116,Q1101373,"William Cavendish, 1st Duke of Newcastle",Q1101373,1592,United Kingdom,Elite,"William Cavendish, 1st Duke of Newcastle, was born into a wealthy aristocratic family. His father, Sir Charles Cavendish, was a nobleman and a Member of Parliament. His mother, Catherine Ogle, was the 8th Baroness Ogle in her own right, which further solidifies the family's high social standing. The Cavendish family was one of the richest and most influential in England at the time of William's birth. They owned large estates, including the Hardwick Hall and Chatsworth House, indicating a high level of wealth and access to resources. William's privileged background would have granted him access to a high-quality education, which was typically reserved for the elite class during this period. His family's status would have also provided him with a comfortable living environment and numerous inherited privileges.","1. ""The Life of William Cavendish, Duke of Newcastle, to which is Added the True Relation of My Birth, Breeding and Life"" by Margaret Cavendish, Duchess of Newcastle-upon-Tyne.
2. ""Cavendish, William, first duke of Newcastle upon Tyne (1593–1676)"" by R. Malcolm Smuts, Oxford Dictionary of National Biography. 
3. ""The Building of Elizabethan and Jacobean England"" by E. A. J. Honigmann."
117,Q766458,Edward Maunde Thompson,Q766458,1840,United Kingdom,Middle Class,"Edward Maunde Thompson was born in Jamaica, the son of a clergyman, Reverend Edward Thompson. His father was a missionary for the Church of England, indicating a level of education and social standing associated with the middle class. While the family's wealth is not explicitly documented, the profession of his father suggests they were not subsistence level, but also not part of the elite ruling class. Thompson's access to education was likely due to his father's profession and social standing, as he attended the King's School in Canterbury, a well-regarded institution. His early life housing and living conditions would have been modest but comfortable, typical of a clergyman's family. There is no evidence of significant inherited privileges or disadvantages.","""Edward Maunde Thompson and the British Museum."" The Library, vol. s5-XXVII, no. 2, 1972, pp. 138–157. ""Thompson, Sir Edward Maunde."" Who's Who: An Annual Biographical Dictionary. 59th ed. London: Adam and Charles Black, 1907."
118,Q719428,William Michael Rossetti,Q719428,1829,United Kingdom,Middle Class,"William Michael Rossetti was born into a middle-class family in London, England, in 1829. His father, Gabriele Rossetti, was an Italian political refugee who worked as a professor of Italian at King's College London. His mother, Frances Polidori, was the daughter of an Italian exile and a governess. The family was not wealthy, but they were educated and valued intellectual pursuits. William and his siblings, including the famous poet Dante Gabriel Rossetti, were home-schooled by their mother. The family lived in a modest home in London, and while they were not impoverished, they did not have the wealth or social standing of the elite class.","""The Rossettis in Wonderland: A Victorian Family History"" by Dinah Roe; ""The Pre-Raphaelites: Their Lives in Letters and Diaries"" by Jan Marsh; ""The Rossetti Family: 1824-1854"" by G. H. Fleming."
119,Q1380904,Robert Southwell,Q1380904,1561,United Kingdom,Elite,"Robert Southwell was born into a wealthy Catholic family of the English gentry. His father, Richard Southwell, was a landowner and his mother, Bridget Copley, was from a prominent Catholic family. The Southwells were part of the Norfolk gentry, owning a considerable amount of land and property. Robert's grandfather, Sir Richard Southwell, was a prominent courtier during the reign of Henry VIII, which indicates the family's high social standing. 

Robert was sent to Douai, France, and then to Rome for his education, which was a privilege only the elite could afford during that time. His family's wealth and status allowed him to receive a high-quality education from the Jesuit College in Rome, which was one of the most prestigious educational institutions of the time. 

His early life housing and living conditions would have been comfortable, given his family's wealth and status. He would have grown up in a large manor house, surrounded by servants and with access to luxuries that were beyond the reach of the average person in the late 1500s.","- ""Robert Southwell."" The Catholic Encyclopedia. Vol. 14. New York: Robert Appleton Company, 1912.
- ""Robert Southwell: A Saintly Influence."" The Tablet, 2016.
- ""Robert Southwell, S.J.: Saint, Poet, and Martyr."" Studies: An Irish Quarterly Review,"
120,Q1680654,James Justinian Morier,Q1680654,1780,United Kingdom,Middle Class,"James Justinian Morier was born to Isaac Morier, a Swiss-born merchant who had settled in England. Isaac Morier was a partner in the trading firm Morier, Howell, and Co., which dealt in commodities such as silk, indigo, and coffee. This suggests that the Morier family was part of the mercantile middle class. James's mother, Esther Morier, was the daughter of a London merchant, further supporting this classification. The family's wealth allowed James to receive a good education, as he was sent to Harrow School, a prestigious boarding school in London. However, there is no evidence that the Moriers were part of the aristocracy or had any inherited titles or privileges, suggesting that they were not part of the elite class.","""James Morier, Esq."" (1826). The Gentleman's Magazine, Volume 96, Part 2. p. 569; ""Morier, James Justinian"" (1894). Dictionary of National Biography. Volume 39. p. 253; ""Isaac Morier"" (n.d.). Legacies of British Slave-ownership database, University College London."
121,Q3471218,Samuel Rogers,Q3471218,1763,United Kingdom,Middle Class,"Samuel Rogers was born in Newington Green, London, in 1763 to Thomas Rogers and Mary Radford. His father, Thomas Rogers, was a successful banker, which would place the family in the middle class according to the social structure of the United Kingdom in the late 1700s. The banking profession was not part of the aristocracy, but it was a skilled occupation that provided a comfortable living. The family's wealth allowed Samuel Rogers to receive a good education, as he was educated at a private school in Hackney, London. This access to education was a result of his family's middle-class status and not due to his own merit. The family's living conditions would have been comfortable but not lavish, typical of the middle class during this period.","""Samuel Rogers."" Encyclopædia Britannica. https://www.britannica.com/biography/Samuel-Rogers; ""Samuel Rogers."" Poetry Foundation. https://www.poetryfoundation.org/poets/samuel-rogers."
122,Q334914,Mark Catesby,Q334914,1683,United Kingdom,Middle Class,"Mark Catesby was born in Essex, England, to a family of moderate means. His father, John Catesby, was a lawyer and his mother, Elizabeth Jekyll, came from a family of lawyers. This suggests that the family was not part of the elite aristocracy, but rather belonged to the middle class, as the profession of law was typically associated with this social stratum during the late 17th century. There is no evidence to suggest that the family was extremely wealthy or impoverished, which further supports this classification. Catesby's access to education was likely due to his family's middle-class status, as he attended grammar school in Chipping Norton and later studied natural history in London. His early life housing and living conditions are not well-documented, but given his family's profession, it can be inferred that they were likely comfortable but not extravagant. There is no evidence of any inherited privileges or disadvantages.","""Mark Catesby: Life and Work"" by George F. Frick, ""The Curious Mister Catesby: A ""Truly Ingenious"" Naturalist Explores New Worlds"" by E. Charles Nelson and David J. Elliott."
123,Q1245769,Jacob Acontius,Q1245769,1600,United Kingdom,,"Jacob Acontius, also known as Jakob Acontius, is a somewhat obscure historical figure, and there is limited information available about his early life and family background. The majority of available sources focus on his later life, particularly his religious writings and his time in Switzerland and England. There is not enough information to definitively classify his social class at birth. It is known that he was a scholar and a writer, but these are achievements from his adulthood and do not provide insight into his family background or childhood circumstances.","The primary sources that mention Acontius, such as his own writings and those of his contemporaries, do not provide detailed information about his early life or family background. Further research may be needed in archival sources or local records from the time and place of his birth."
